"n","FID","CIID-1","CIID-2"
6950,0.00100214023373796,1.63105535601422,0.0741246626994076
7000,0.0007411193237943,1.76171771771964,0.0872058463686608
7050,0.000137945394963648,1.59249276004725,0.0834116086590182
7100,0.00066157975157555,1.60333387532081,0.0871792929617446
7150,0.000751599678301279,1.64668799734398,0.0823572423737552
7200,0.000815538695516534,1.63055005442717,0.0741939053880397
7250,0.000529954941445115,1.57144772335781,0.0801253192204572
7300,0.000820654493877775,1.64287141211461,0.0815022804981115
7350,0.000848601859994006,1.62587426581236,0.0707435911290198
7400,0.000440884908650132,1.57926778960996,0.0783303188118305
7450,0.000367504357852012,1.5424107963822,0.0690103100904893
7500,0.000599365912543496,1.72055064783841,0.0775707642406256
7550,0.000789423475087927,1.60690595229041,0.0784451687258599
7600,0.000744238585858807,1.70310394385513,0.0889850879184296
7650,0.000728631773397957,1.64159873827431,0.0840009221330718
7700,0.00104524266105122,1.54644583454205,0.0743466053100374
7750,0.000668170984379688,1.60387676412332,0.0800663775333952
7800,0.00127356666105178,1.6990152560448,0.0884286684229953
7850,0.000513171670496793,1.64840348531806,0.0793859764400718
7900,0.000616693301807579,1.50975788304037,0.0752076171021182
7950,0.000452071813944517,1.6458865551832,0.081175718342717
8000,0.000304199765768237,1.66589282499132,0.088364961898779
8050,0.00139995797239785,1.69702165577994,0.0900699442260926
8100,0.000732707447013301,1.7211624767104,0.0942228251623249
8150,0.000994002621408018,1.6166203459011,0.0759515781645374
8200,0.000865255497652723,1.65646763523737,0.0809510189311082
8250,0.00134992881942274,1.68540359041619,0.0957862285371471
8300,0.000448277843997299,1.70473448405909,0.0773876833950483
8350,0.000657416774810556,1.68388893252891,0.0840347541668858
8400,0.000690318591104445,1.6360428673028,0.0772312204980801
8450,0.000855158152195331,1.71243466157413,0.0900091657342874
8500,0.000358014690011321,1.59144450485799,0.0739708641659965
8550,0.000530022378186542,1.68897310735067,0.08449325729299
8600,0.000173402765377868,1.53693345933463,0.0660971789423684
8650,6.12464603709234e-05,1.59391945835883,0.0811638967601631
8700,0.000631510706818276,1.61236018795613,0.0763216699402379
8750,0.000282395835645766,1.65435649662887,0.0839288281620574
8800,0.000152263260777269,1.63508055589406,0.0784814308511213
8850,0.00159968873318826,1.70775550583627,0.0859807674226978
8900,0.000235105579930812,1.6007321921772,0.0769930304765767
8950,0.00031876984633692,1.65796919007625,0.0848129947553032
9000,0.00102261728749626,1.63078037083678,0.0866732773376648
9050,0.000260249916274562,1.55233736034006,0.0758359164435972
9100,0.000364208986618851,1.6879523104256,0.0885077911211681
9150,0.000692941236087892,1.60370907739943,0.0737321720916216
9200,0.000409156372698814,1.63892427180223,0.0810851747747986
9250,0.000965266823563912,1.59063240431513,0.0807589505106621
9300,0.000831227309836602,1.76131646044505,0.100096916961989
9350,0.00130457220802851,1.70351533444819,0.0813300002842643
9400,8.60377424758833e-05,1.59194639201239,0.0820296380764269
9450,0.000998876348416884,1.7594473555212,0.092494332674927
9500,0.000798161344672898,1.68602416536493,0.0844442527828999
9550,0.000405851185522561,1.62134523307467,0.0781515271455134
9600,0.00054004311843062,1.65229745886834,0.0782573293112366
9650,0.000409392490353366,1.67681159209618,0.0803677696859992
9700,0.000978183256789783,1.72411023246112,0.090716791325603
9750,0.00017125171720045,1.74147225565291,0.0941250833359663
9800,0.000314562579746988,1.64978700984666,0.0884130756869895
9850,0.000698998586067086,1.78568377054203,0.0981621781166632
9900,0.00017364623494493,1.70288888675979,0.0837793583678467
9950,0.000349690579373597,1.64360603454568,0.0834335153766658
10000,0.000279681663390389,1.60088392902825,0.0828845392946909
